,index,Event ID,Agency,Standardized Type,Agency-specific Type,Start time,Closed time,Location,Op. Center,Latitude,Longitude,Road,Duration (Incident clearance time),Operator Notes,Responders,Max Lanes Closed,geometry,duration_min
5917,3566,CALTRANS_190918IN00639,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 21:01:00,2019-09-18 21:37:00,SR60 W EO RAMONA AVE,Unknown,34.030286,-117.700873,SR 60,36 minutes,1.0,,,POINT (212302.0791001503 -440233.2111035259),36
6009,3666,CALTRANS_190918INFSP00156,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 21:02:00,2019-09-18 21:37:00,SR60 W EO RAMONA AVE,Unknown,34.030286,-117.700873,SR 60,35 minutes,1.0,,,POINT (212302.0791001503 -440233.2111035259),35
5918,3570,CALTRANS_190918IN00680,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-18 21:25:00,2019-09-18 22:07:00,,Unknown,34.03069,-117.5988,CA 60,42 minutes,10.0,,,POINT (221724.4232079913 -439954.7693302031),42
6010,3667,CALTRANS_190918INFSP00173,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-18 21:26:00,2019-09-18 22:29:00,SR60 W WO HAVEN AVE,Unknown,34.030438000000004,-117.581799,SR 60,1 hour 3 minutes,11.0,,,POINT (223294.6523211121 -439942.813430123),63
5919,3571,CALTRANS_190918IN00683,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 21:26:00,2019-09-18 21:50:00,I10 W RIVERSIDE AVE,Unknown,34.068939,-117.37025,I-10,24 minutes,1.0,,,POINT (242705.6535852565 -435153.5673514325),24
6012,3669,CALTRANS_190918INFSP00176,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 21:28:00,2019-09-18 21:56:00,I10 W EO RIVERSIDE AVE,Unknown,34.068942,-117.362024,I-10,28 minutes,3.0,,,POINT (243464.6450917171 -435132.1435635188),28
5920,3572,CALTRANS_190918IN00684,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 21:28:00,2019-09-18 22:24:00,,Unknown,34.03032,-117.645376,CA 60,56 minutes,,,,POINT (217425.5538725361 -440103.6683380106),56
6013,3670,CALTRANS_190918INFSP00177,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 21:29:00,2019-09-18 22:42:00,,Unknown,34.03032,-117.645376,CA 60,1 hour 13 minutes,2.0,,,POINT (217425.5538725361 -440103.6683380106),73
5922,3574,CALTRANS_190918IN00694,CADOT,Injuries Involved,20001-Hit and Run w/Injuries,2019-09-18 21:35:00,2019-09-18 22:36:00,I215 S NO WASHINGTON ST,Unknown,34.049306,-117.305245,I-215,1 hour 1 minute,12.0,,,POINT (248765.4116541463 -437162.1024816888),61
5923,3575,CALTRANS_190918IN00706,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 21:46:00,2019-09-18 22:12:00,,Unknown,34.112967,-117.30280900000001,I-215,26 minutes,2.0,,,POINT (248789.3493844551 -430096.5066541862),26
6017,3674,CALTRANS_190918INFSP00195,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 21:47:00,2019-09-18 22:09:00,,Unknown,34.112967,-117.30280900000001,I-215,22 minutes,1.0,,,POINT (248789.3493844551 -430096.5066541862),22
9934,3731,CALTRANS_190918IN00712,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-18 21:49:00,2019-09-18 22:36:00,,Unknown,33.908443,-117.287208,Meridian Pkwy,47 minutes,1.0,,,POINT (250877.0467655762 -452732.7114653713),47
5925,3577,CALTRANS_190918IN00717,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 21:51:00,2019-09-18 22:27:00,SR60 E EO RAMONA AVE,Unknown,34.030046999999996,-117.702501,SR 60,36 minutes,2.0,,,POINT (212152.420915767 -440263.3588976725),36
5924,3576,CALTRANS_190918IN00716,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-18 21:51:00,2019-09-18 22:25:00,SR60 E WO VINEYARD AVE,Unknown,34.030393,-117.619599,SR 60,34 minutes,3.0,,,POINT (219805.0966287199 -440036.1350678415),34
6019,3676,CALTRANS_190918INFSP00199,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-18 21:52:00,2019-09-18 22:30:00,SR60 E WO VINEYARD AVE,Unknown,34.030393,-117.619599,SR 60,38 minutes,4.0,,,POINT (219805.0966287199 -440036.1350678415),38
6018,3675,CALTRANS_190918INFSP00197,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 21:52:00,2019-09-18 22:30:00,SR60 E EO RAMONA AVE,Unknown,34.030046999999996,-117.702501,SR 60,38 minutes,3.0,,,POINT (212152.420915767 -440263.3588976725),38
9935,3733,CALTRANS_190918IN00727,CADOT,Traffic Signal Not Working,1166-Defective Traffic Signals,2019-09-18 22:00:00,2019-09-18 22:29:00,SR91 E TYLER ST,Unknown,33.90625,-117.45680700000001,SR 91,29 minutes,1.0,,,POINT (235203.0648913585 -453410.6099302843),29
5926,3578,CALTRANS_190918IN00737,CADOT,Fire,FIRE-Report of Fire,2019-09-18 22:11:00,2019-09-18 22:45:00,DUPES,Unknown,34.079535,-117.294129,DUPES,34 minutes,2.0,,,POINT (249695.6116859455 -433780.9305903832),34
6020,3677,CALTRANS_190918INFSP00216,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 22:13:00,2019-09-18 22:42:00,,Unknown,34.066112,-117.326948,I-10,29 minutes,4.0,,,POINT (246709.884533621 -435355.2799679325),29
5927,3579,CALTRANS_190918IN00738,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-18 22:14:00,2019-09-18 23:26:00,I215 N SO DEVORE RD,Unknown,34.221571000000004,-117.400784,I-215,1 hour 12 minutes,11.0,,,POINT (239424.1442756247 -418304.6618963494),72
5928,3580,CALTRANS_190918IN00739,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 22:15:00,2019-09-18 22:42:00,,Unknown,34.066112,-117.326948,I-10,27 minutes,4.0,,,POINT (246709.884533621 -435355.2799679325),27
9936,3734,CALTRANS_190918IN00749,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 22:20:00,2019-09-18 22:45:00,SR91 E WO MAPLE ST,Unknown,33.879867,-117.607122,SR 91,25 minutes,2.0,,,POINT (221378.316011684 -456697.6788554215),25
9977,3781,CALTRANS_190918INFSP00226,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 22:21:00,2019-09-18 22:43:00,SR91 E WO MAPLE ST,Unknown,33.879867,-117.607122,SR 91,22 minutes,1.0,,,POINT (221378.316011684 -456697.6788554215),22
5930,3583,CALTRANS_190918IN00751,CADOT,Fire,FIRE-Report of Fire,2019-09-18 22:21:00,2019-09-18 23:34:00,I215 S 3RD ST SB,Unknown,34.104751,-117.30228600000001,I-215,1 hour 13 minutes,3.0,,,POINT (248863.5090918859 -431006.2120400835),73
5931,3584,CALTRANS_190918IN00758,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 22:25:00,2019-09-18 22:49:00,,Unknown,34.065653999999995,-117.49343400000001,I-10,24 minutes,1.0,,,POINT (231349.0672038753 -435825.808639586),24
9937,3736,CALTRANS_190918IN00761,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-18 22:26:00,2019-09-18 23:19:00,SR91 W WO ARLINGTON AVE,Unknown,33.943098,-117.393332,SR 91,53 minutes,9.0,,,POINT (240959.6338836562 -449165.7961183898),53
6022,3679,CALTRANS_190918INFSP00232,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 22:26:00,2019-09-18 22:49:00,,Unknown,34.065653999999995,-117.49343400000001,I-10,23 minutes,1.0,,,POINT (231349.0672038753 -435825.808639586),23
9978,3782,CALTRANS_190918INFSP00234,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-18 22:27:00,2019-09-18 23:00:00,,Unknown,33.943098,-117.393332,CA 91,33 minutes,7.0,,,POINT (240959.6338836562 -449165.7961183898),33
9938,3737,CALTRANS_190918IN00767,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-18 22:29:00,2019-09-18 22:51:00,,Unknown,33.9341,-117.408077,CA 91,22 minutes,5.0,,,POINT (239624.23164565 -450200.8034092886),22
5933,3586,CALTRANS_190918IN00776,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-18 22:32:00,2019-09-18 23:42:00,I10 W WO MILLIKEN AVE,Unknown,34.067583,-117.566678,I-10,1 hour 10 minutes,11.0,,,POINT (224584.8651373713 -435788.0113713127),70
5932,3585,CALTRANS_190918IN00772,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 22:32:00,2019-09-19 00:32:00,,Unknown,34.074103,-117.29561499999998,I-215,2 hours,19.0,,,POINT (249575.7081176523 -434387.1792863868),120
5936,3589,CALTRANS_190918IN00784,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 22:40:00,2019-09-18 23:11:00,I10 W EO CHERRY AVE,Unknown,34.066190999999996,-117.479175,I-10,31 minutes,1.0,,,POINT (232663.2402722483 -435731.3667056984),31
6028,3685,CALTRANS_190918INFSP00248,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 22:41:00,2019-09-18 23:11:00,I10 W EO CHERRY AVE,Unknown,34.066190999999996,-117.479175,I-10,30 minutes,,,,POINT (232663.2402722483 -435731.3667056984),30
9980,3784,CALTRANS_190918INFSP00249,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-18 22:42:00,2019-09-18 23:31:00,I215 S NO VAN BUREN BLVD VB,Unknown,33.897822,-117.275129,I-215,49 minutes,3.0,,,POINT (252027.6484240106 -453878.1697295392),49
5937,3590,CALTRANS_190918IN00795,CADOT,Traffic Signal Not Working,1166-Defective Traffic Signals,2019-09-18 22:48:00,2019-09-18 23:11:00,,Unknown,34.066720000000004,-117.243656,I-10,23 minutes,5.0,,,POINT (254393.2430039902 -435067.7451535603),23
9940,3740,CALTRANS_190918IN00798,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-18 22:50:00,2019-09-18 23:50:00,I215 N SO CENTRAL AVE,Unknown,33.954726,-117.305097,I-215,1 hour,6.0,,,POINT (249077.2355606336 -447648.537905117),60
9981,3785,CALTRANS_190918INFSP00259,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-18 22:56:00,2019-09-18 23:17:00,I215 N SO CENTRAL AVE,Unknown,33.954726,-117.305097,I-215,21 minutes,5.0,,,POINT (249077.2355606336 -447648.537905117),21
9941,3742,CALTRANS_190918IN00833,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-18 23:14:00,2019-09-19 00:07:00,,Unknown,33.968879,-117.32866000000001,CA 60,53 minutes,4.0,,,POINT (246855.7713800972 -446140.9764921893),53
5940,3593,CALTRANS_190918IN00835,CADOT,Traffic Signal Not Working,1166-Defective Traffic Signals,2019-09-18 23:17:00,2019-09-18 23:48:00,I10 E MOUNTAIN VIEW AVE,Unknown,34.066505,-117.243831,I-10,31 minutes,4.0,,,POINT (254377.7893982251 -435092.0546871671),31
5941,3594,CALTRANS_190918IN00836,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-18 23:19:00,2019-09-19 00:07:00,,Unknown,34.145941,-117.27873999999998,E 30th St,48 minutes,,,,POINT (250903.8888729074 -426376.500051321),48
9891,3664,CALTRANS_190918IC00203,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 23:23:00,2019-09-19 00:08:00,WB 10 BET CALIMESA AND CO LINE,Unknown,33.999942,-117.062726,10 BET CALIMESA,45 minutes,12.0,,,POINT (271316.2217939477 -441970.2318858737),45
5947,3600,CALTRANS_190918IN00853,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 23:26:00,2019-09-19 00:15:00,I210 E WO HIGHLAND AVE ARDEN,Unknown,34.138467,-117.24271499999999,I-210,49 minutes,3.0,,,POINT (254248.6235429795 -427109.3433975293),49
5950,3604,CALTRANS_190918IN00862,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 23:31:00,2019-09-18 23:59:00,I215 N AT I10,Unknown,34.061946999999996,-117.29586699999999,I-215,28 minutes,3.0,,,POINT (249590.9144635573 -435735.7675584257),28
9943,3744,CALTRANS_190918IN00866,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-18 23:33:00,2019-09-19 00:03:00,,Unknown,33.890714,-117.498414,Buchanan St,30 minutes,5.0,,,POINT (231401.4693802499 -455235.4794324236),30
9984,3788,CALTRANS_190918INFSP00299,CADOT,Obstructions,1125-Traffic Hazard,2019-09-18 23:37:00,2019-09-19 00:02:00,TL91 E WO MAIN ST,Unknown,33.880478000000004,-117.57055700000001,,25 minutes,3.0,,,POINT (224758.6743104342 -456543.9050368629),25
9945,3746,CALTRANS_190918IN00876,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-18 23:42:00,2019-09-19 00:29:00,I15 S NO SR60,Unknown,34.031825,-117.550444,I-15,47 minutes,11.0,,,POINT (226185.3318951747 -439714.6836535125),47
9986,3790,CALTRANS_190918INFSP00303,CADOT,Collision,1179-Trfc Collision-1141Enrt,2019-09-18 23:45:00,2019-09-19 00:07:00,I15 S NO SR60,Unknown,34.031825,-117.550444,I-15,22 minutes,10.0,,,POINT (226185.3318951747 -439714.6836535125),22
5953,3607,CALTRANS_190918IN00891,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-18 23:50:00,2019-09-19 00:29:00,1023'G KAISER ONT P/L,Unknown,34.030671000000005,-117.60245800000001,1023'G KAISER ONT,39 minutes,1.0,,,POINT (221386.7724728873 -439965.4245375898),39
5955,3609,CALTRANS_190918IN00906,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-18 23:58:00,2019-09-19 00:35:00,I210 W E ST,Unknown,34.145696,-117.29408600000001,I-210,37 minutes,2.0,,,POINT (249490.1276547137 -426444.1668777307),37
5956,3610,CALTRANS_190918IN00909,CADOT,Fire,FIRE-Report of Fire,2019-09-19 00:01:00,2019-09-19 00:29:00,I215 N SO BASELINE ST,Unknown,34.120041,-117.302582,I-215,28 minutes,5.0,,,POINT (248787.9577485257 -429311.4636497018),28
5957,3611,CALTRANS_190918IN00935,CADOT,Obstructions,1125-Traffic Hazard,2019-09-19 00:11:00,2019-09-19 00:47:00,SR71 S SO GRAND AVE,Unknown,33.993992,-117.719925,SR 71,36 minutes,2.0,,,POINT (210639.9621745066 -444300.4039464695),36
9988,3792,CALTRANS_190918INFSP00314,CADOT,Obstructions,1125-Traffic Hazard,2019-09-19 00:11:00,2019-09-19 00:39:00,I15 N NO MAGNOLIA AVE,Unknown,33.871805,-117.544564,I-15,28 minutes,1.0,,,POINT (227187.7778018354 -457443.5281449109),28
5958,3612,CALTRANS_190918IN00937,CADOT,Obstructions,1125-Traffic Hazard,2019-09-19 00:12:00,2019-09-19 00:51:00,SR71 S NO PINE AVE,Unknown,33.952571,-117.67783,SR 71,39 minutes,2.0,,,POINT (214640.5701811279 -448799.0180790508),39
5960,3614,CALTRANS_190918IN00948,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-19 00:19:00,2019-09-19 01:11:00,1023'G ARCH/INLAND EMPIRE MOBIL STN,Unknown,34.068028000000005,-117.60353,1023'G ARCH/INLAND EMPIRE MOBIL STN,52 minutes,3.0,,,POINT (221183.0707722417 -435825.2980627869),52
5961,3615,CALTRANS_190918IN00950,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-19 00:20:00,2019-09-19 01:56:00,SR60 E WO MOUNTAIN AVE,Unknown,34.030212,-117.67813799999999,SR 60,1 hour 36 minutes,3.0,,,POINT (214401.219183955 -440190.2556632711),96
6037,3694,CALTRANS_190918INFSP00320,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-19 00:21:00,2019-09-19 01:21:00,SR60 E WO MOUNTAIN AVE,Unknown,34.030212,-117.67813799999999,SR 60,1 hour,2.0,,,POINT (214401.219183955 -440190.2556632711),60
9948,3751,CALTRANS_190918IN00955,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-19 00:24:00,2019-09-19 01:16:00,NB 15 AT JURUPA,Unknown,34.048108,-117.54979499999999,,52 minutes,9.0,,,POINT (226198.5709724179 -437907.5094208685),52
9949,3752,CALTRANS_190918IN00958,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-19 00:26:00,2019-09-19 00:50:00,SR91 W EO LA SIERRA AVE,Unknown,33.901813,-117.46671200000002,SR 91,24 minutes,2.0,,,POINT (234300.383160247 -453927.0686270031),24
9990,3794,CALTRANS_190918INFSP00324,CADOT,Collision,1179-Trfc Collision-1141Enrt,2019-09-19 00:26:00,2019-09-19 01:03:00,I15 N AT SR60,Unknown,34.023011,-117.550079,I-15,37 minutes,5.0,,,POINT (226244.2891517907 -440691.185930409),37
9991,3795,CALTRANS_190918INFSP00326,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-19 00:28:00,2019-09-19 01:07:00,SR91 W EO LA SIERRA AVE,Unknown,33.901813,-117.46671200000002,SR 91,39 minutes,5.0,,,POINT (234300.383160247 -453927.0686270031),39
9951,3754,CALTRANS_190918IN00964,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-19 00:31:00,2019-09-19 02:02:00,,Unknown,34.048108,-117.54979499999999,I-15,1 hour 31 minutes,9.0,,,POINT (226198.5709724179 -437907.5094208685),91
5963,3617,CALTRANS_190918IN00967,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-19 00:32:00,2019-09-19 01:09:00,I10 E WO SIERRA AVE,Unknown,34.066787,-117.445167,I-10,37 minutes,1.0,,,POINT (235799.5223773977 -435581.2565691005),37
6039,3696,CALTRANS_190918INFSP00332,CADOT,Obstructions,1125-Traffic Hazard,2019-09-19 00:35:00,2019-09-19 01:05:00,I10 E WO ALABAMA ST,Unknown,34.066486,-117.215855,I-10,30 minutes,8.0,,,POINT (256959.1289720179 -435018.7190893665),30
5968,3622,CALTRANS_190918IN00998,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-19 00:49:00,2019-09-19 02:22:00,,Unknown,34.135996999999996,-117.375598,CA 210,1 hour 33 minutes,2.0,,,POINT (242006.3055183072 -427731.0262541003),93
5969,3623,CALTRANS_190918IN01003,CADOT,Obstructions,1125-Traffic Hazard,2019-09-19 00:53:00,2019-09-19 01:28:00,I15 S SO I215,Unknown,34.219413,-117.410751,I-15,35 minutes,3.0,,,POINT (238512.8109138634 -418569.1219531922),35
5970,3624,CALTRANS_190918IN01016,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-19 01:09:00,2019-09-19 02:53:00,I10 E WO EUCLID AVE,Unknown,34.087241,-117.659512,I-10,1 hour 44 minutes,23.0,,,POINT (215964.6441524235 -433823.6917180018),104
9952,3755,CALTRANS_190918IN01019,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-19 01:10:00,2019-09-19 02:09:00,SR91 W WO 14TH ST,Unknown,33.970687,-117.375276,SR 91,59 minutes,12.0,,,POINT (242543.5941474514 -446060.8291138099),59
6040,3697,CALTRANS_190918INFSP00348,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-19 01:10:00,2019-09-19 01:54:00,I10 E WO EUCLID AVE,Unknown,34.087241,-117.659512,I-10,44 minutes,16.0,,,POINT (215964.6441524235 -433823.6917180018),44
5972,3626,CALTRANS_190918IN01032,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-19 01:14:00,2019-09-19 02:12:00,10 W EO/ TIPICANOE,Unknown,34.057598,-117.29058400000001,,58 minutes,1.0,,,POINT (250092.1866311269 -436204.082275711),58
9953,3756,CALTRANS_190918IN01053,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-19 01:30:00,2019-09-19 02:27:00,I215 S NO CENTRAL AVE,Unknown,33.965306,-117.32663500000001,I-215,57 minutes,3.0,,,POINT (247054.023469974 -446531.8555669845),57
9954,3757,CALTRANS_190918IN01055,CADOT,Animal Struck,1125A-Animal Hazard,2019-09-19 01:32:00,2019-09-19 02:18:00,SR60 E WO PYRITE ST,Unknown,34.017475,-117.470975,SR 60,46 minutes,3.0,,,POINT (233564.025613635 -441113.2326101139),46
5975,3629,CALTRANS_190918IN01078,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-19 01:45:00,2019-09-19 02:36:00,I10 W WO HAVEN AVE,Unknown,34.067656,-117.58434399999999,I-10,51 minutes,5.0,,,POINT (222954.5192570496 -435821.6118607041),51
6044,3701,CALTRANS_190918INFSP00370,CADOT,Collision,1179-Trfc Collision-1141Enrt,2019-09-19 01:48:00,2019-09-19 02:11:00,I10 W WO HAVEN AVE,Unknown,34.067656,-117.58434399999999,I-10,23 minutes,3.0,,,POINT (222954.5192570496 -435821.6118607041),23
5977,3631,CALTRANS_190918IN01106,CADOT,Obstructions,1125-Traffic Hazard,2019-09-19 02:06:00,2019-09-19 02:33:00,I10 W EO WATERMAN AVE,Unknown,34.063922999999996,-117.268293,I-10,27 minutes,3.0,,,POINT (252128.9733169196 -435443.699998315),27
9955,3758,CALTRANS_190918IN01114,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-19 02:08:00,2019-09-19 03:08:00,I15 S / 6TH,Unknown,33.923891,-117.561022,I-15,1 hour,3.0,,,POINT (225516.7534742898 -451707.904499806),60
5978,3632,CALTRANS_190918IN01121,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-19 02:12:00,2019-09-19 03:41:00,1023 CAMPUS AT 210 - WELLS FARGO P/LOT,Unknown,34.134633,-117.646557,1023 CAMPUS,1 hour 29 minutes,,,,POINT (217029.3069844791 -428538.2479297668),89
5979,3633,CALTRANS_190918IN01123,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-19 02:13:00,2019-09-19 03:12:00,W Santa Fe Ave,Unknown,34.223832,-117.40020200000001,SANTA FE AVE,59 minutes,2.0,,,POINT (239470.8631829059 -418052.4304995066),59
5981,3635,CALTRANS_190918IN01148,CADOT,Obstructions,1125-Traffic Hazard,2019-09-19 02:32:00,2019-09-19 04:33:00,I210 E ARCHIBALD AVE,Unknown,34.13496,-117.59368700000002,I-210,2 hours 1 minute,2.0,,,POINT (221902.905326438 -428379.597070972),121
5982,3637,CALTRANS_190918IN01162,CADOT,Congestion Due to Closure,CLOSURE of a Road,2019-09-19 02:46:00,2019-09-19 12:59:00,I210 E MILLIKEN AVE,Unknown,34.136410999999995,-117.55855700000001,I-210,10 hours 13 minutes,3.0,,,POINT (225137.6319007375 -428135.8550998834),613
9957,3760,CALTRANS_190918IN01165,CADOT,Obstructions,1125-Traffic Hazard,2019-09-19 02:47:00,2019-09-19 03:16:00,TL91 E WO MAIN ST,Unknown,33.880478000000004,-117.57055700000001,,29 minutes,1.0,,,POINT (224758.6743104342 -456543.9050368629),29
9959,3762,CALTRANS_190918IN01177,CADOT,Obstructions,23114-Object Flying From Veh,2019-09-19 03:01:00,2019-09-19 04:01:00,SR60 W DAY ST,Unknown,33.942639,-117.278783,SR 60,1 hour,3.0,,,POINT (251547.1245504256 -448919.1593236797),60
5983,3638,CALTRANS_190918IN01207,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-19 03:16:00,2019-09-19 04:17:00,OCC'D 60 E WO CENTRAL AVE,Unknown,34.028228999999996,-117.68485700000001,OCC'D 60,1 hour 1 minute,3.0,,,POINT (213786.2796852277 -440425.3287289734),61
9893,3684,CALTRANS_190918IC00310,CADOT,Obstructions,1125-Traffic Hazard,2019-09-19 03:19:00,2019-09-19 03:49:00,I10 E WO OAK VALLEY MM 5,Unknown,33.950521,-117.00964099999999,I-10,30 minutes,2.0,,,POINT (276390.9467551314 -447295.9623427591),30
9960,3763,CALTRANS_190918IN01219,CADOT,Obstructions,1125-Traffic Hazard,2019-09-19 03:40:00,2019-09-19 04:15:00,I15 N 4TH ST RV,Unknown,33.925422999999995,-117.556293,I-15,35 minutes,3.0,,,POINT (225949.5380235949 -451526.782607011),35
5984,3641,CALTRANS_190918IN01228,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-19 03:48:00,2019-09-19 04:50:00,SB ETI OVER 10,Unknown,34.067374,-117.525426,ETI,1 hour 2 minutes,14.0,,,POINT (228391.9900434578 -435712.64105641),62
9996,3805,CALTRANS_190918IN01252,CADOT,Obstructions,1125-Traffic Hazard,2019-09-19 04:06:00,2019-09-19 04:42:00,,Unknown,33.879944,-117.56575600000001,N Main St,36 minutes,1.0,,,POINT (225204.2593023373 -456591.7173153693),36
9997,3806,CALTRANS_190918IN01257,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-19 04:10:00,2019-09-19 06:19:00,SR60 E WO COUNTRY VILLAGE RD,Unknown,34.018404,-117.514426,SR 60,2 hours 9 minutes,14.0,,,POINT (229549.404725512 -441116.3427566853),129
9999,3808,CALTRANS_190918IN01285,CADOT,Obstructions,1125-Traffic Hazard,2019-09-19 04:47:00,2019-09-19 05:22:00,ON OFR,Unknown,33.983022,-117.34296599999999,OFR,35 minutes,1.0,,,POINT (245490.1573371339 -444610.0083952425),35
10000,3809,CALTRANS_190918IN01286,CADOT,Collision,1183-Trfc Collision-Unkn Inj,2019-09-19 04:48:00,2019-09-19 07:39:00,I215 N SO CAJALCO EXWY,Unknown,33.835249,-117.24762199999999,I-215,2 hours 51 minutes,10.0,,,POINT (254772.540955525 -460741.4580495986),171
6361,4149,CALTRANS_190918IN01299,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-19 04:59:00,2019-09-19 05:20:00,BAKERS - OCC'D CEDAR / 10 E,Unknown,34.070465000000006,-117.396026,BAKERS - OCC'D CEDAR / 10,21 minutes,3.0,,,POINT (240322.6798515831 -435050.0127842701),21
10001,3810,CALTRANS_190918IN01304,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-19 05:05:00,2019-09-19 05:57:00,SR91 E TO I15 N CON,Unknown,33.880549,-117.550118,SR 91,52 minutes,2.0,,,POINT (226648.9553391536 -456487.3755619009),52
10002,3811,CALTRANS_190918IN01322,CADOT,Collision,1179-Trfc Collision-1141 Enrt,2019-09-19 05:22:00,2019-09-19 06:30:00,I15 N NO SR91,Unknown,33.88556,-117.54969399999999,I-15,1 hour 8 minutes,9.0,,,POINT (226673.8107681512 -455930.788459036),68
6365,4153,CALTRANS_190918IN01329,CADOT,Collision,20002-Hit and Run No Injuries,2019-09-19 05:34:00,2019-09-19 06:42:00,CEDAR JSO 10,Unknown,34.068441,-117.39116100000001,CEDAR JSO 10,1 hour 8 minutes,6.0,,,POINT (240777.7384956765 -435262.1084183962),68
6366,4154,CALTRANS_190918IN01346,CADOT,Injuries Involved,20001-Hit and Run w/Injuries,2019-09-19 06:22:00,2019-09-19 06:54:00,OCC'D I10 E WO 9TH ST,Unknown,34.066621999999995,-117.322701,I-10,32 minutes,7.0,,,POINT (247100.1607599288 -435287.6676958436),32
10003,3812,CALTRANS_190918IN01352,CADOT,Obstructions,1125-Traffic Hazard,2019-09-19 06:34:00,2019-09-19 07:02:00,I215 N SO HARLEY KNOX BLVD,Unknown,33.853433,-117.255625,I-215,28 minutes,1.0,,,POINT (253973.5873005774 -458747.1194274672),28
6367,4155,CALTRANS_190918IN01364,CADOT,Collision,1182-Trfc Collision-No Inj,2019-09-19 06:44:00,2019-09-19 07:33:00,,Unknown,34.065856,-117.32290900000001,I-10,49 minutes,1.0,,,POINT (247083.3676326398 -435373.1486522136),49
10011,3870,CALTRANS_190919IN00004,CADOT,Obstructions,1125-Traffic Hazard,2019-09-19 07:08:00,2019-09-19 07:45:00,I215 N SO HARLEY KNOX BLVD,Unknown,33.853433,-117.255625,I-215,37 minutes,2.0,,,POINT (253973.5873005774 -458747.1194274672),37
