ID,Fwy,Dir,District,County,City,State_PM,Abs_PM,Latitude,Longitude,Length,Type,Lanes,Name,User_ID_1,User_ID_2,User_ID_3,User_ID_4
805943,215,S,8,71,65000,5.061,42.368,34.078489,-117.29679,,OR,1,ORANGE SHOW SB L ON,1,,,
805945,215,N,8,71,65000,5.128,42.435,34.079417,-117.297146,,OR,2,ORANGE SHOW NB ON,1,,,
805946,215,S,8,71,65000,5.433,42.74,34.083262,-117.299897,,OR,2,INLAND CENTER SB ON,1,,,
805947,215,N,8,71,65000,5.534,42.841,34.084626,-117.30056,,OR,1,INLAND CENTER NB ON,1,,,
805949,215,S,8,71,65000,6.204,43.511,34.094197,-117.301941,.575,ML,5,MILL ST NB ON,1,,,
805956,215,S,8,71,65000,5.061,42.368,34.078489,-117.29679,.191,ML,3,ORANGE SHOW SB L ON,1,,,
806019,215,S,8,71,65000,4.855,42.162,34.07566,-117.295753,1.083,ML,4,ORANGE SHOW SB T ON,1,,,
806025,215,N,8,71,65000,4.855,42.162,34.075709,-117.295507,1.083,ML,4,ORANGE SHOW SB ON,1,,,
806027,215,N,8,71,65000,5.128,42.435,34.079417,-117.297146,.241,ML,4,ORANGE SHOW NB ON,1,,,
806030,215,N,8,71,65000,5.534,42.841,34.084626,-117.30056,.538,ML,4,INLAND CENTER NB ON,1,,,
806031,215,S,8,71,65000,5.534,42.841,34.084569,-117.300742,.385,ML,5,INLAND CENTER NB ON,1,,,
806033,215,N,8,71,65000,6.204,43.511,34.094196,-117.30177,.575,ML,4,MILL ST NB ON,1,,,
806038,215,N,8,71,65000,6.204,43.511,34.094196,-117.30177,,OR,2,MILL ST NB ON,1,,,
806039,215,S,8,71,65000,5.433,42.74,34.083262,-117.299897,.237,ML,3,INLAND CENTER SB ON,1,,,
806048,10,W,8,71,48788,1.168,47.933,34.085065,-117.690768,.66,HV,1,CENTRAL AVE,1,,,
806068,10,W,8,71,48788,.591,47.356,34.082004,-117.699964,.845,HV,1,MONTE VISTA AVE,1,,,
806108,10,E,8,71,53896,8.108,54.873,34.06745,-117.576784,.216,HV,1,HAVEN AVE LOOP,1,,,
806151,15,N,8,65,16350,39.239,93.732,33.851534,-117.534464,.252,ML,4,0.4 N/O ONTARIO AVE,1,,,
806176,15,N,8,65,,39.431,93.924,33.854227,-117.535177,.227,ML,4,.01 N/O Temescal OC,1,,,
806191,15,N,8,65,,39.693,94.186,33.858025,-117.535704,.405,ML,4,.25 N/O Old Temescal,1,,,
806212,15,N,8,65,,41,95.493,33.874862,-117.545196,.539,ML,4,.5 N/O MAGNOLIA,1,,,
806218,15,N,8,65,16350,42.283,96.776,33.891211,-117.55472,.46,ML,4,100 FT S/O CORONA OC,1,,,
806224,15,N,8,65,16350,41.458,95.951,33.881283,-117.546824,.407,ML,3,.19 S/O Jct 15/91,1,,,
806266,91,W,8,65,62000,16.588,54.018,33.935365,-117.406008,.522,HV,1,MADISON,1,,,
806288,10,E,8,71,48788,.721,47.486,34.082149,-117.697705,.996,HV,1,MONTE VISTA AVE,1,,,
806348,60,W,8,71,53896,9.744,40.341,34.025205,-117.561924,.597,HV,1,MILLIKEN,1,,,
806367,60,W,8,71,53896,8.704,39.301,34.029996,-117.57913,.369,HV,1,HAVEN,1,,,
806370,60,W,8,71,53896,9.067,39.664,34.028358,-117.573111,.519,HV,1,HAVEN,1,,,
806388,60,E,8,65,,.262,40.817,34.022726,-117.554084,1.636,HV,1,MILLIKEN,1,,,
806391,60,E,8,71,53896,8.071,38.668,34.030485,-117.590079,.298,HV,1,ARCHIBALD,1,,,
806394,60,W,8,71,53896,7.702,38.299,34.0307,-117.596505,.5,HV,1,ARCHIBALD,1,,,
806397,60,W,8,71,53896,6.682,37.279,34.030678,-117.614263,.501,HV,1,VINEYARD,1,,,
806400,60,E,8,71,53896,7.063,37.66,34.03045,-117.607622,.514,HV,1,VINEYARD,1,,,
806403,60,W,8,71,53896,5.682,36.279,34.030622,-117.631663,.375,HV,1,GROVE,1,,,
806406,60,E,8,71,53896,6.05,36.647,34.030393,-117.625254,.491,HV,1,GROVE,1,,,
806425,60,W,8,71,13210,4.387,34.984,34.03055,-117.654217,.388,HV,1,EUCLID,1,,,
806447,60,E,8,71,13210,3.773,34.37,34.030267,-117.664967,.27,HV,1,MOUNTAIN,1,,,
806467,60,W,8,71,13210,3.422,34.019,34.030502,-117.671087,.491,HV,1,MOUNTAIN,1,,,
806470,60,W,8,71,13210,2.165,32.762,34.030386,-117.693001,.532,HV,1,CENTRAL,1,,,
806473,60,E,8,71,13210,2.531,33.128,34.030151,-117.686621,.302,HV,1,CENTRAL,1,,,
806476,60,E,8,71,13210,1.467,32.064,34.030054,-117.705128,.497,HV,1,RAMONA,1,,,
806479,60,W,8,71,13210,1.169,31.766,34.030239,-117.710395,.193,HV,1,RAMONA,1,,,
806489,10,E,8,71,81344,2.387,49.152,34.087182,-117.669959,.512,HV,1,MOUNTAIN AVE,1,,,
806510,10,E,8,71,48788,1.342,48.107,34.086058,-117.68797,.595,HV,1,CENTRAL AVE,1,,,
806525,10,E,8,71,81344,1.912,48.677,34.087192,-117.67825,.523,HV,1,BENSON AVE,1,,,
806574,10,W,8,71,53896,6.8,53.565,34.068056,-117.599428,.517,ML,4,ARCHIBALD AVE,1,,,
806576,10,W,8,71,53896,6.122,52.887,34.070549,-117.61069,.106,HV,1,VINEYARD AVE LOOP,1,,,
806577,10,W,8,71,53896,5.211,51.976,34.078035,-117.62377,.703,HV,1,4TH ST,1,,,
806578,10,E,8,71,81344,4.636,51.401,34.082592,-117.632187,.848,HV,1,GROVE AVE,1,,,
806579,10,E,8,71,81344,3.596,50.361,34.087267,-117.648858,.849,HV,1,EUCLID AVE,1,,,
806580,10,W,8,71,81344,2.255,49.02,34.087447,-117.672326,.512,HV,1,MOUNTAIN AVE,1,,,
806581,10,W,8,71,81344,3.545,50.31,34.087474,-117.649722,.85,HV,1,EUCLID AVE LOOP,1,,,
806584,10,E,8,71,53896,5.292,52.057,34.077163,-117.622804,.811,HV,1,4TH ST,1,,,
806585,10,W,8,71,53896,6.044,52.809,34.071145,-117.611844,.455,HV,1,VINEYARD AVE,1,,,
806586,10,E,8,71,53896,6.257,53.022,34.069468,-117.608734,.843,HV,1,VINEYARD AVE,1,,,
806606,10,W,8,71,53896,8.078,54.843,34.067681,-117.577307,.22,HV,1,HAVEN AVE,1,,,
806611,10,W,8,71,53896,8.228,54.993,34.067676,-117.574695,.233,HV,1,HAVEN AVE LOOP,1,,,
806612,10,E,8,71,53896,8.22,54.985,34.067456,-117.574833,.218,HV,1,HAVEN AVE,1,,,
806614,91,E,8,65,62000,13.064,50.408,33.906407,-117.456517,.523,HV,1,TYLER,1,,,
806616,91,W,8,65,62000,13.011,50.441,33.906107,-117.457413,.45,HV,1,TYLER,1,,,
806617,10,W,8,71,53896,7.788,54.553,34.067702,-117.582357,.393,HV,1,ARCHIBALD AVE,1,,,
806674,91,E,8,65,16350,9.15,46.494,33.885934,-117.518393,.07,ML,4,MCKINLEY LOOP ON,1,,,
806675,91,E,8,65,16350,9.15,46.494,33.885934,-117.518393,,OR,2,MCKINLEY LOOP ON,1,,,
806676,91,E,8,65,16350,9.15,46.494,33.885934,-117.518393,.07,HV,1,MCKINLEY LOOP ON,1,,,
806751,10,E,8,71,53896,7.292,54.057,34.067476,-117.591,.404,ML,5,ARCHIBALD AVE,1,,,
806773,10,E,8,71,53896,6.98,53.745,34.067505,-117.596444,.765,HV,1,HOLT BLVD,1,,,
806774,10,E,8,71,53896,6.98,53.745,34.067505,-117.596444,.517,ML,4,HOLT BLVD,1,,,
806945,10,E,8,71,81344,2.937,49.702,34.087226,-117.660358,.604,HV,1,SAN ANTONIO AVE,1,,,
807246,91,E,8,65,16350,9.23,46.574,33.886508,-117.517184,.093,HV,1,MCKINLEY,1,,,
807270,91,W,8,65,62000,11.927,49.357,33.899702,-117.474495,.473,HV,1,LA SIERRA,1,,,
807271,91,E,8,65,62000,12.165,49.509,33.900773,-117.470486,.542,HV,1,LA SIERRA,1,,,
807272,91,W,8,65,62000,14.067,51.497,33.914763,-117.442219,.515,HV,1,VAN BUREN,1,,,
807285,91,E,8,65,62000,14.096,51.44,33.914872,-117.441676,.328,HV,1,VAN BUREN,1,,,
807286,91,E,8,65,62000,14.714,52.058,33.919915,-117.432776,.734,HV,1,600 FT E/O JACKSON,1,,,
807306,91,W,8,65,62000,15.565,52.995,33.926999,-117.4207,.496,HV,1,ADAMS,1,,,
807325,91,E,8,65,62000,15.706,53.05,33.928019,-117.418505,.511,HV,1,ADAMS,1,,,
807345,91,E,8,65,62000,16.751,54.095,33.936564,-117.403479,.344,HV,1,MADISON,1,,,
807365,91,E,8,65,62000,17.278,54.622,33.941008,-117.396017,.486,HV,1,3000 FT W/O ARLINGTON,1,,,
807790,15,N,8,65,51560,45.93,100.423,33.942641,-117.555355,.827,ML,3,.25 N/O 6th ST,1,,,
807804,15,N,8,65,,47.43,101.923,33.963182,-117.548717,1.075,ML,3,.75 S/O Limeonite,1,,,
807811,15,N,8,65,,49.22,103.713,33.989044,-117.549521,.877,ML,3,.25 N/O Limeonite,1,,,
807818,15,N,8,65,,50.841,105.334,34.012446,-117.550091,.888,ML,5,.4 S/O 15/60 IC,1,,,
807830,91,E,8,65,62000,20.603,57.947,33.981346,-117.368357,.318,ML,4,7th/Mission Inn,1,,,
807897,15,S,8,65,,48.08,102.563,33.972586,-117.549004,.895,ML,3,LIMEONITE,1,,,
807898,15,S,8,65,,48.08,102.563,33.972586,-117.549004,,OR,2,LIMEONITE,1,,,
808109,15,N,8,65,,48.4,102.893,33.977209,-117.548729,.57,ML,3,LIMEONITE NB ON,1,,,
808131,15,N,8,71,53896,2,108.774,34.061786,-117.544797,1.001,ML,7,AT AIRPORT DR,1,,,
808191,15,S,8,65,51560,45.675,100.158,33.938948,-117.556054,.617,ML,3,6 TH ST SB,1,,,
808210,15,N,8,65,51560,45.775,100.268,33.940403,-117.555573,.128,ML,3,6TH ST NB ONR,1,,,
808232,15,S,8,71,59451,5,111.764,34.10328,-117.536081,.499,ML,4,FOOTHILL SB,1,,,
808254,15,S,8,71,59451,5.1,111.864,34.104298,-117.534863,.5,ML,4,FOOTHILL LOOP SB,1,,,
808273,15,N,8,71,59451,5.2,111.974,34.105099,-117.533364,.949,ML,4,FOOTHILL NB,1,,,
808292,15,N,8,71,59451,6,112.774,34.113314,-117.523425,.6,ML,4,ETIWANDA/MILLER,1,,,
808293,15,S,8,71,59451,6,112.764,34.113622,-117.523695,.65,ML,4,ETIWANDA/MILLER,1,,,
808325,15,S,8,71,59451,6.4,113.164,34.117754,-117.518671,.393,ML,5,BASELINE SB,1,,,
808345,15,N,8,71,59451,6.4,113.174,34.117435,-117.518433,.53,ML,4,BASELINE SB,1,,,
808372,15,N,8,71,59451,9.42,116.194,34.148611,-117.480879,.603,ML,5,S/O SUMMIT,1,,,
808373,15,S,8,71,24680,9.42,116.184,34.148779,-117.481222,.5,ML,5,S/O SUMMIT,1,,,
808392,15,N,8,71,24680,10.5,117.274,34.159548,-117.467658,.531,ML,4,DUNCAN CANYON,1,,,
808393,15,S,8,71,24680,10.5,117.264,34.159602,-117.468187,.634,ML,4,DUNCAN CANYON,1,,,
808412,15,S,8,71,,12.07,118.834,34.174712,-117.447638,.922,ML,4,SIERRA,1,,,
808474,15,N,8,71,,13.475,120.249,34.187898,-117.428918,.562,ML,4,Sycamore Creek Drive,1,,,
808485,15,S,8,71,,13.475,120.239,34.188104,-117.429236,.562,ML,4,Sycamore Creek Drive,1,,,
808512,15,N,8,71,,14.147,120.921,34.194426,-117.420155,.363,ML,4,S/O GLEN HELEN,1,,,
808525,15,S,8,71,,14.147,120.911,34.194576,-117.420479,.363,ML,4,S/O GLEN HELEN,1,,,
808584,15,N,8,71,,14.2,120.974,34.195059,-117.419623,.111,ML,5,N/O GLEN HELEN PKWY,1,,,
808586,15,S,8,71,,14.2,120.964,34.195209,-117.419954,.111,ML,5,N/O GLEN HELEN PKWY,1,,,
808622,15,N,8,65,16350,41.813,96.306,33.885735,-117.549836,.412,ML,4,500 S/O PARKRIDGE,1,,,
808909,15,S,8,65,,50.794,105.277,34.011766,-117.5505,.37,ML,4,1.0 S/O 15/60 IC,1,,,
808916,15,N,8,65,,52.27,106.763,34.033324,-117.550033,.751,ML,5,PHILADELPHIA UC,1,,,
808945,60,W,8,65,62000,13.392,53.513,33.942498,-117.277554,1.204,ML,2,DAY,1,,,
808969,210,W,8,71,81344,6.8,59.239,34.13609,-117.577842,.5,ML,3,W/B HAVEN ONR,1,,,
808988,210,E,8,71,81344,7,59.439,34.136045,-117.574367,.3,HV,1,E/B HAVEN ONR,1,,,
808993,210,E,8,71,81344,7.4,59.839,34.136384,-117.567407,.365,ML,3,.5 W/O MILLIKEN,1,,,
808994,210,E,8,71,81344,7.4,59.839,34.136384,-117.567407,.365,HV,1,.5 M W/O MILLIKEN,1,,,
808998,210,W,8,71,81344,7.73,60.169,34.136778,-117.561652,.3,ML,3,W/B MILLIKEN ONR,1,,,
809011,210,W,8,71,81344,7.73,60.169,34.136778,-117.561652,.3,HV,1,W/B MILLIKEN ONR,1,,,
809012,210,W,8,71,81344,7.8,60.239,34.13678,-117.560431,,OR,2,W/B MILLIKEN ONR,1,,,
809021,210,E,8,71,81344,7,59.439,34.136045,-117.574367,,OR,2,E/B HAVEN ONR,1,,,
809022,210,E,8,71,81344,7,59.439,34.136045,-117.574367,.3,ML,3,E/B HAVEN ONR,1,,,
809036,210,E,8,71,81344,8,60.439,34.136461,-117.556942,.485,ML,3,E/B MILLIKEN ONR,1,,,
809037,210,E,8,71,81344,8,60.439,34.136461,-117.556942,,OR,2,E/B MILLIKEN ONR,1,,,
809038,210,E,8,71,81344,8,60.439,34.136461,-117.556942,.485,HV,1,E/B MILLIKEN ONR,1,,,
809047,210,W,8,71,81344,6.8,59.239,34.13609,-117.577842,,OR,2,W/B HAVEN ONR,1,,,
809048,210,W,8,71,81344,6.8,59.239,34.13609,-117.577842,.5,HV,1,W/B HAVEN ONR,1,,,
809070,210,E,8,71,59451,8.7,61.139,34.136398,-117.544728,.4,ML,3,.75 E/O MILLIKEN,1,,,
809071,210,E,8,71,59451,8.7,61.139,34.136398,-117.544728,.4,HV,1,.75 M E/O MILLIKEN,1,,,
809098,210,W,8,71,59451,8.8,61.239,34.13666,-117.542984,.35,HV,1,DAY CREEK WB ON,1,,,
809099,210,W,8,71,59451,8.8,61.239,34.13666,-117.542984,,OR,2,DAY CREEK WB ON,1,,,
809100,210,W,8,71,59451,8.8,61.239,34.13666,-117.542984,.35,ML,3,DAY CREEK WB ON,1,,,
809115,210,E,8,71,59451,9.4,61.839,34.136302,-117.532518,.6,HV,1,DAY CREEK E/B ON,1,,,
809116,210,E,8,71,59451,9.4,61.839,34.136302,-117.532518,,OR,2,DAY CREEK E/B ON,1,,,
809117,210,E,8,71,59451,9.4,61.839,34.136302,-117.532518,.6,ML,3,DAY CREEK E/B ON,1,,,
809125,210,E,8,71,59451,10,62.439,34.136243,-117.52205,.4,HV,1,.8M E/O DAY CREEK,1,,,
809126,210,E,8,71,59451,10,62.439,34.136243,-117.52205,.4,ML,3,.8M E/O DAY CREEK,1,,,
809171,210,E,8,71,81344,5.1,57.539,34.134954,-117.607455,.5,HV,1,.4M E/O CARNELIAN,1,,,
809172,210,E,8,71,81344,5.1,57.539,34.134954,-117.607455,.5,ML,3,.4 E/O CARNELIAN,1,,,
809187,210,W,8,71,81344,5.7,58.139,34.135225,-117.596997,.45,HV,1,W/B ARCHIBALD ONR,1,,,
809188,210,W,8,71,81344,5.7,58.139,34.135225,-117.596997,.45,ML,3,W/B ARCHIBALD ONR,1,,,
809189,210,W,8,71,81344,5.7,58.139,34.135225,-117.596997,,OR,2,W/B ARCHIBALD ONR,1,,,
809201,210,E,8,71,81344,6,58.439,34.135048,-117.591753,.55,HV,1,E/B ARCHIBALD ONR,1,,,
809202,210,E,8,71,81344,6,58.439,34.135048,-117.591753,.55,ML,3,E/B ARCHIBALD ONR,1,,,
809203,210,E,8,71,81344,6,58.439,34.135048,-117.591753,,OR,2,E/B ARCHIBALD ONR,1,,,
809210,210,E,8,71,13756,2.8,55.239,34.134814,-117.647585,.65,HV,1,.5 M W/O CAMPUS,1,,,
809211,210,E,8,71,13756,2.8,55.239,34.134814,-117.647585,.65,ML,3,.5 W/O CAMPUS,1,,,
809236,210,W,8,71,13756,3.3,55.739,34.135077,-117.638878,.4,HV,1,CAMPUS W/B ON,1,,,
809237,210,W,8,71,13756,3.3,55.739,34.135077,-117.638878,,OR,2,CAMPUS W/B ON,1,,,
809238,210,W,8,71,13756,3.3,55.739,34.135077,-117.638878,.4,ML,3,CAMPUS W/B ON,1,,,
809250,210,E,8,71,81344,3.69,56.129,34.134861,-117.632056,.4,HV,1,CAMPUS EB ON,1,,,
809251,210,E,8,71,81344,3.69,56.129,34.134861,-117.632056,,OR,2,CAMPUS EB ON,1,,,
809252,210,E,8,71,81344,3.69,56.129,34.134861,-117.632056,.45,ML,3,CAMPUS EB ON,1,,,
809258,210,E,8,71,81344,4.1,56.539,34.134923,-117.624903,.405,HV,1,.5 M E/O CAMPUS,1,,,
809259,210,E,8,71,81344,3.6,56.039,34.134867,-117.633626,.195,ML,3,.5 E/O CAMPUS,1,,,
809271,210,W,8,71,81344,4.5,56.939,34.135159,-117.617941,.505,HV,1,W/B CARNELIAN,1,,,
809272,210,W,8,71,81344,4.5,56.939,34.135159,-117.617941,,OR,2,W/B CARNELIAN ONR,1,,,
809273,210,W,8,71,81344,4.5,56.939,34.135159,-117.617941,.505,ML,3,W/B CARNELIAN,1,,,
809285,210,E,8,71,81344,4.7,57.139,34.13488,-117.614434,.3,HV,1,E/B CARNELIAN,1,,,
809286,210,E,8,71,81344,4.7,57.139,34.13488,-117.614434,,OR,2,E/B CARNELIAN ONR,1,,,
809287,210,E,8,71,81344,4.7,57.139,34.13488,-117.614434,.3,ML,3,E/B CARNELIAN,1,,,
809293,210,E,8,71,13756,.1,52.539,34.124085,-117.691242,.239,HV,1,.1 E/O CO LINE,1,,,
809294,210,E,8,71,13756,.1,52.539,34.124085,-117.691242,.239,ML,3,.1 E/O CO LINE,1,,,
809300,210,E,8,71,13756,.5,52.939,34.128716,-117.68609,.45,HV,1,.5 M E/O COUNTY LINE,1,,,
809301,210,E,8,71,13756,.5,52.939,34.128716,-117.68609,.45,ML,4,.5 E/O COUNTY LINE,1,,,
809307,210,E,8,71,13756,1,53.439,34.133268,-117.678724,.45,HV,1,1 M E/O CO LINE,1,,,
809308,210,E,8,71,13756,1,53.439,34.133268,-117.678724,.45,ML,4,1 M E/O CO LINE,1,,,
809320,210,W,8,71,13756,1.4,53.839,34.13449,-117.671995,.3,HV,1,W/B MOUNTAIN AVE,1,,,
809321,210,W,8,71,13756,1.4,53.839,34.13449,-117.671995,,OR,2,W/B MOUNTAIN AVE,1,,,
809322,210,W,8,71,13756,1.4,53.839,34.13449,-117.671995,.3,ML,3,MOUNTAIN AVE WB ON,1,,,
809334,210,E,8,71,13756,1.6,54.039,34.134363,-117.668476,.3,HV,1,E/B MOUNTAIN AVE,1,,,
809335,210,E,8,71,13756,1.6,54.039,34.134363,-117.668476,,OR,2,E/B MOUNTAIN AVE ONR,1,,,
809336,210,E,8,71,13756,1.6,54.039,34.134363,-117.668476,.3,ML,4,E/B MOUNTAIN AVE,1,,,
809342,210,E,8,71,13756,2,54.439,34.134219,-117.661517,.6,HV,1,.4 M E/O MOUNTAIN,1,,,
809343,210,E,8,71,13756,2,54.439,34.134219,-117.661517,.6,ML,4,.4 M E/O MOUNTAIN,1,,,
809477,15,S,8,71,53896,3,109.764,34.076309,-117.545031,,OR,2,4TH  ST SB LOOP ONR,1,,,
809485,15,S,8,71,53896,3,109.764,34.076309,-117.545031,1.05,ML,5,4TH  ST SB LOOP ONR,1,,,
809497,15,N,8,71,59451,3.2,109.974,34.079216,-117.544634,,OR,2,4TH ST NB ONR,1,,,
809498,15,N,8,71,59451,3.2,109.974,34.079216,-117.544634,1.05,ML,5,4TH ST NB ONR,1,,,
809785,10,W,8,71,81344,3.326,50.091,34.087466,-117.653559,,OR,1,EUCLID AVE,1,,,
809912,60,E,8,71,13210,.38,30.977,34.0259,-117.723013,.727,ML,4,END AVE,1,,,
809925,60,E,8,71,13210,.38,30.977,34.0259,-117.723013,.727,HV,1,END AVE,1,,,
809952,60,W,8,71,13210,1.08,31.677,34.030098,-117.711938,.394,ML,4,PIPELINE,1,,,
809953,60,W,8,71,13210,1.08,31.677,34.030098,-117.711938,.399,HV,1,PIPELINE,1,,,
809960,60,W,8,71,13210,2.79,33.387,34.030448,-117.682103,.445,ML,4,BENSON,1,,,
809961,60,W,8,71,13210,2.79,33.387,34.030448,-117.682103,.445,HV,1,BENSON,1,,,
809968,60,E,8,71,13210,3.99,34.587,34.030289,-117.661169,.304,ML,4,SAN ANTONIO,1,,,
809969,60,E,8,71,13210,3.99,34.587,34.030289,-117.661169,.317,HV,1,SAN ANTONIO,1,,,
809977,60,E,8,71,53896,5.29,35.887,34.030369,-117.638482,.47,ML,4,CAMPUS,1,,,
809978,60,E,8,71,53896,5.29,35.887,34.030369,-117.638482,.656,HV,1,CAMPUS,1,,,
809986,60,E,8,71,53896,8.33,38.927,34.03051,-117.585573,.338,ML,4,DEER CREEK,1,,,
809987,60,E,8,71,53896,8.33,38.927,34.03051,-117.585573,.324,HV,1,DEER CREEK,1,,,
810124,15,N,8,71,59451,8.46,115.234,34.138786,-117.492723,.795,ML,6,15/210 IC S/O,1,,,
810131,15,N,8,71,59451,8.65,115.424,34.140762,-117.490347,.48,ML,4,N/O 15/210 IC,1,,,
810142,15,S,8,71,24680,9.651,116.415,34.151077,-117.478415,,OR,1,SUMMIT SB ON,1,,,
810143,15,S,8,71,24680,9.651,116.415,34.151077,-117.478415,.54,ML,4,SUMMIT SB ON,1,,,
810165,15,N,8,71,24680,9.857,116.631,34.153033,-117.475525,.54,ML,4,SUMMIT AVE,1,,,
810190,15,N,8,71,59451,4.101,110.875,34.09224,-117.5437,.999,ML,4,Arrow UC,1,,,
810210,210,E,8,71,24680,12.8,65.239,34.136202,-117.473056,.43,ML,4,1 MI E/O CHERRY AVE,1,,,
810230,210,W,8,71,24680,12.8,65.239,34.136663,-117.473054,.78,ML,4,1 MI W/O CITRUS AVE,1,,,
810245,210,E,8,71,24680,12.1,64.539,34.136172,-117.485202,.5,ML,3,CHERRY AVE,1,,,
810259,210,W,8,71,24680,11.8,64.239,34.136506,-117.490458,.4,ML,3,CHERRY AVE,1,,,
810266,210,W,8,71,59451,11.3,63.739,34.136448,-117.499298,.6,ML,4,0.2MI W/O JCT 210/15,1,,,
810273,210,E,8,71,59451,10.6,63.039,34.136088,-117.511576,.55,ML,6,.9 MI W/O JCT 210/15,1,,,
810280,210,E,8,71,59451,10.2,62.639,34.136231,-117.51856,.3,ML,4,1.3MI W/O JCT 210/15,1,,,
810315,60,E,8,65,49270,16.602,56.723,33.939193,-117.222169,,OR,1,PERRIS EB ONR,1,,,
810316,60,E,8,65,49270,16.602,56.723,33.939193,-117.222169,.952,ML,2,PERRIS EB ONR,1,,,
810345,10,W,8,71,53896,8.543,55.308,34.067651,-117.56921,2.657,HV,1,HAVEN AVE,1,,,
810369,60,E,8,65,49270,14.509,54.63,33.940779,-117.258321,.663,HV,1,PIGEON PASS,1,,,
810370,60,E,8,65,62000,13.447,53.568,33.942128,-117.276661,1.096,HV,1,DAY ST E/B ON,1,,,
810371,60,E,8,65,49270,16.602,56.723,33.939193,-117.222169,.952,HV,1,PERRIS EB ONR,1,,,
810372,60,E,8,65,49270,15.495,55.616,33.941022,-117.241174,.843,HV,1,HEACOCK,1,,,
810373,60,W,8,65,49270,14.412,54.533,33.940948,-117.259999,.499,HV,1,PIGEON PASS  LOOP,1,,,
810379,60,W,8,65,62000,14.168,54.289,33.940876,-117.264242,.51,HV,1,PIGEON PASS,1,,,
810380,60,W,8,65,62000,13.392,53.513,33.942498,-117.277554,1.204,HV,1,DAY,1,,,
810381,60,W,8,65,49270,15.166,55.287,33.941149,-117.246877,.541,HV,1,HEACOCK,1,,,
810382,60,W,8,65,49270,16.195,56.316,33.94038,-117.229089,.554,HV,1,PERRIS,1,,,
811630,60,E,8,71,13210,3.773,34.37,34.030267,-117.664967,,FR,1,MOUNTAIN,1,,,
811637,91,W,8,65,16350,5.295,42.725,33.882089,-117.584068,,FR,1,LINCOLN,1,,,
811640,91,E,8,65,16350,5.504,42.848,33.881537,-117.580389,,FR,2,LINCOLN,1,,,
811643,91,W,8,65,16350,6.271,43.701,33.880296,-117.567259,,FR,2,MAIN,1,,,
811646,91,E,8,65,16350,6.457,43.801,33.879761,-117.563959,,FR,2,MAIN,1,,,
811667,91,W,8,65,16350,9.09,46.52,33.885703,-117.519441,,FR,2,MCKINLEY,1,,,
811675,15,S,8,65,16350,42.734,97.217,33.896559,-117.55927,,FR,2,HIDDEN VALLEY,1,,,
811698,60,E,8,65,62000,13.447,53.568,33.942128,-117.276661,,FR,2,DAY ST E/B ON,1,,,
811722,15,N,8,65,16350,43.02,97.513,33.900744,-117.559983,,FR,2,HIDDEN VALLEY,1,,,
811725,15,S,8,65,51560,43.477,97.96,33.907319,-117.559432,,FR,2,SECOND ST S/B ON,1,,,
811747,15,S,8,65,,48.08,102.563,33.972586,-117.549004,,FR,2,LIMEONITE,1,,,
811756,10,W,8,71,53896,5.211,51.976,34.078035,-117.62377,,FR,2,4TH ST,1,,,
811781,60,E,8,71,53896,4.766,35.363,34.03033,-117.647603,,FR,1,EUCLID,1,,,
811784,60,W,8,71,53896,5.721,36.318,34.030623,-117.630985,,FR,1,GROVE,1,,,
811787,60,E,8,71,53896,6.039,36.636,34.030392,-117.625446,,FR,1,GROVE,1,,,
811790,60,W,8,71,53896,6.704,37.301,34.03068,-117.61388,,FR,1,VINEYARD,1,,,
811793,60,E,8,71,53896,7.042,37.639,34.03045,-117.607987,,FR,1,VINEYARD,1,,,
811796,60,W,8,71,53896,7.733,38.33,34.0307,-117.595966,,FR,2,ARCHIBALD,1,,,
811800,60,E,8,71,53896,8.043,38.64,34.030487,-117.590566,,FR,2,ARCHIBALD,1,,,
811803,60,W,8,71,53896,8.72,39.317,34.029928,-117.578863,,FR,1,HAVEN,1,,,
811806,60,E,8,71,53896,9.046,39.643,34.028196,-117.57346,,FR,1,HAVEN,1,,,
811809,60,W,8,71,53896,9.046,39.643,34.028461,-117.573456,,FR,2,MILLIKEN,1,,,
811812,15,S,8,71,53896,.969,107.733,34.047527,-117.550244,,FR,2,JURUPA,1,,,
811818,15,N,8,71,59451,3.2,109.974,34.079216,-117.544634,,FR,2,4TH ST NB ONR,1,,,
811820,91,W,8,65,62000,11.052,48.482,33.897372,-117.488881,,FR,1,MAGNOLIA,1,,,
811822,91,E,8,65,62000,11.219,48.563,33.896796,-117.485867,,FR,1,MAGNOLIA,1,,,
811824,91,W,8,65,62000,11.927,49.357,33.899702,-117.474495,,FR,2,LA SIERRA,1,,,
811826,91,E,8,65,62000,12.165,49.509,33.900773,-117.470486,,FR,2,LA SIERRA,1,,,
811834,91,E,8,65,62000,13.064,50.408,33.906407,-117.456517,,FR,1,TYLER,1,,,
811837,91,W,8,65,62000,14.067,51.497,33.914763,-117.442219,,FR,2,VAN BUREN,1,,,
811843,91,W,8,65,62000,15.565,52.995,33.926999,-117.4207,,FR,2,91@ADAMS WB OFF,1,,,
811846,91,E,8,65,62000,15.706,53.05,33.928019,-117.418505,,FR,2,ADAMS,1,,,
811849,91,W,8,65,62000,16.588,54.018,33.935365,-117.406008,,FR,2,MADISON,1,,,
